#id;begin_inter;end_inter;length;width;height;typo
615;1098;125;45.1149476933;7.5;6.9;0
617;1233;445;50.904267818;17;8.2;0
618;1235;1233;110.964541383;17;8.2;0
619;1237;1235;27.5047072175;17;8.2;0
621;463;1235;29.0928287372;7.5;6.9;0
622;646;1244;62.0082309609;7.5;6.9;0
626;717;622;215.302225774;11;5.5;0
627;1253;641;35.0568432319;7.5;6.9;0
629;776;717;68.6648050433;11;5.5;0
630;774;776;22.7789329463;7.5;6.9;0
631;775;790;343.90539366;25;8.6;0
634;881;911;146.675004637;7.5;6.9;0
635;1269;867;105.245872484;10;6.5;0
637;860;808;126.196117151;10;6.5;0
639;820;1278;133.540324435;41;10.2;0
641;1281;791;85.7048613043;7.5;6.9;0
643;788;821;115.783589141;7.5;6.9;0
644;898;845;47.6720791438;8;7.9;0
645;886;1290;51.0089750111;7.5;6.9;0
647;1293;1290;66.8353937206;7.5;6.9;0
649;964;939;64.9897123631;8;7.9;0
650;964;1300;67.9870637361;7.5;6.9;0
652;751;787;56.8664812158;7.5;6.9;0
653;775;850;93.6052409577;10;7.3;0
654;850;844;59.0002827835;7.5;6.9;0
655;844;775;38.127840571;10;8.3;0
656;625;639;16.0782954281;7.5;6.9;0
657;599;639;26.6795213758;7.5;6.9;0
658;384;420;214.718712603;7;5.5;0
659;424;395;211.591207715;7.5;6.9;0
660;300;1113;99.3582143028;7.5;6.9;0
662;300;1324;43.1846051125;7.5;6.9;0
664;10;1328;131.209030898;7.5;6.9;0
665;1329;1330;91.9279623197;7.5;6.9;0
666;1331;1332;37.430039653;7.5;6.9;0
668;697;682;57.1504185729;26;8.6;0
670;1339;723;74.3169375288;7.5;6.9;0
672;1343;997;22.6348527305;7.5;6.9;0
674;894;1293;57.8662376193;7.5;6.9;0
676;13;60;171.628814601;7.5;6.9;0
677;624;1354;133.84786223;11;5.5;0
678;1355;1329;31.1436977712;7.5;6.9;0
679;1357;1331;74.8125085278;7.5;6.9;0
680;1359;1360;180.473924106;7.5;6.9;0
682;1363;1359;22.1402874348;7.5;6.9;0
685;697;722;177.90175729;30;8.6;0
687;1373;682;59.4689134512;27;8.6;0
688;673;1373;42.9739283656;32;8.6;0
689;669;673;43.5637177067;27;8.6;0
692;632;656;123.953801533;26;8.6;0
693;632;1201;38.2241624973;31;8.6;0
695;334;1133;66.5470029686;7.5;6.9;0
697;1393;1081;83.3359976861;7.5;6.9;0
701;1278;1402;104.525875588;41;10.2;0
702;1402;671;106.086616761;41;10.2;0
705;523;1410;342.057122015;17;8.2;0
706;1410;1412;27.5047072175;17;8.2;0
710;1419;12;87.6533035689;41;10.2;0
714;278;303;45.8856777308;7.5;6.9;0
715;1093;89;116.733517115;7.5;6.9;0
719;75;108;79.1928837435;7.5;6.9;0
720;1412;1237;50.9489538759;17;8.2;0
724;904;881;26.1322233518;10;8.3;0
726;555;1452;117.102141672;8;9.3;0
727;1452;501;101.148603714;7.5;6.9;0
729;336;1452;172.417504;7.5;6.9;0
730;1452;481;182.360749052;7.5;6.9;0
731;1452;573;185.681138689;7.5;6.9;0
733;1465;871;188.838454598;41;10.2;0
734;1467;1465;129.554580578;41;10.2;0
737;1473;700;45.9371100666;7.5;6.9;0
738;1475;653;129.241743131;7.5;6.9;0
739;1477;1475;60.0836193228;7.5;6.9;0
741;522;1482;89.9156058331;7.5;6.9;0
743;521;1482;259.370010101;7.5;6.9;0
744;1482;273;112.318127158;7.5;6.9;0
746;699;1253;44.2596056508;7.5;6.9;0
748;1495;1357;56.5646302696;7.5;6.9;0
749;12;1495;178.521530323;7.5;6.9;0
750;293;1500;75.6238756914;8.5;6.9;0
752;1500;231;137.609623147;8.5;6.9;0
754;1500;1508;53.3531306826;7.5;6.9;0
756;1511;1135;122.719213722;7.5;6.9;0
757;329;1511;62.8693196993;7.5;6.9;0
758;1511;1516;26.8692051597;7.5;6.9;0
760;867;860;192.118599469;10;6.5;0
765;1529;1530;148.044680044;7.5;6.9;0
766;1530;1233;186.312354447;7.5;6.9;0
767;1529;1534;170.437470264;41;10.2;0
772;426;1544;18.9678254532;17;8.2;0
774;1544;75;46.8021390548;17;8.2;0
776;1551;1552;173.062803918;7.5;6.9;0
777;1552;1554;35.6405872586;7.5;6.9;0
778;1555;1402;65.1276902166;7.5;6.9;0
779;1557;1558;117.13642435;41;10.2;0
780;1558;1467;491.855830102;41;10.2;0
781;616;1562;64.9881175346;7.5;6.9;0
782;1610;1564;66.6069731024;7.5;6.9;0
783;188;1566;174.388519472;7.5;6.9;0
784;1566;85;17.0820234415;7.5;6.9;0
785;1569;440;84.6685020175;7.5;6.9;0
786;1332;1569;136.26069634;7.5;6.9;0
789;440;1578;65.5867567536;7.5;6.9;0
790;1578;1551;41.6492307521;7.5;6.9;0
791;1581;1419;85.1451606939;41;10.2;0
792;1226;1584;138.873046442;7.5;6.9;0
794;1554;1419;298.574621283;7.5;6.9;0
796;700;744;97.2788522679;13;6.9;0
797;1278;1594;74.4286681486;7.5;6.9;0
798;1594;1473;162.866366571;7.5;6.9;0
803;653;1363;130.606509455;7.5;6.9;0
805;672;1610;419.190976626;41;10.2;0
806;1610;1529;116.090382206;41;10.2;0
807;1534;1614;414.90057596;41;10.2;0
808;1614;1581;78.1631775253;41;10.2;0
811;1330;1584;123.856695325;7.5;6.9;0
813;60;137;162.786798655;7.5;6.9;0
814;167;137;169.000509982;7.5;6.9;0
815;70;156;268.686684699;8.5;6.9;0
816;60;45;125.136138926;7.5;6.9;0
818;27;24;234.758196219;7.5;6.9;0
820;76;29;158.142203776;7.5;6.9;0
822;1643;1041;30.4412368183;10;8.3;0
824;1647;666;42.9728797274;7.5;6.9;0
825;1202;1647;24.1075847654;7.5;6.9;0
826;1201;1169;181.694975063;24;8.6;0
827;52;17;153.926688056;7.5;6.9;0
828;100;43;95.9254362519;7.5;6.9;0
830;1659;671;94.1506428808;7.5;6.9;0
831;1661;1363;164.075936945;7.5;6.9;0
832;1564;1661;168.055670056;7.5;6.9;0
833;1049;1666;41.3736045024;7.5;6.9;0
834;1666;1668;24.5401777283;7.5;6.9;0
835;1669;414;67.4965266219;14;7.3;0
836;408;1669;47.6370908735;14;7.3;0
838;1675;1477;36.9482520599;7.5;6.9;0
842;1659;699;141.107708548;13;6.9;0
843;654;1659;42.3915605563;13;6.9;0
844;774;775;43.8022246901;13;6.9;0
845;1689;1555;66.4685405661;7.5;6.9;0
846;1562;1689;54.1077898774;7.5;6.9;0
847;1693;1355;14.1412173178;7.5;6.9;0
848;1357;1693;21.212038421;7.5;6.9;0
849;1062;1011;272.058261734;10;7.3;0
851;10;1702;72.7270685386;7.5;6.9;0
852;1702;1;49.12367343;7.5;6.9;0
853;874;868;36.8173969343;34;8.6;0
855;1709;1330;79.4015586098;7;6.2;0
856;1330;1712;165.394836446;7;6.2;0
859;1360;1718;278.648247862;7.5;6.9;0
861;1269;1722;171.34122357;10;6.5;0
864;1727;1360;245.728681133;7.5;6.9;0
866;523;1732;24.9475801832;7.5;6.9;0
867;1732;1675;16.7587020364;7.5;6.9;0
870;1354;523;28.2824346355;11;5.5;0
871;1741;1742;170.195399405;7.5;6.9;0
873;1742;1746;124.440115226;7.5;6.9;0
874;1746;1269;96.3302812754;7.5;6.9;0
877;1753;24;198.854168252;7.5;6.9;0
879;1153;1758;25.9357604583;7.5;6.9;0
881;1360;1762;97.5576481193;7.5;6.9;0
882;1762;1741;179.2926935;7.5;6.9;0
883;1741;1746;233.341615464;7.5;6.9;0
887;1773;1330;114.787807309;7;6.2;0
