# species, molecular weight (g/mol), speciation for each SNAP.
#Name	molecular_mass	10100	10200	10300	10500	20100	20200	20300	30100	30200	30300	40100	40200	40400	40500	40600	50200	50400	50500	50600	60100	60200	60300	60400	70101	70102	70103	70104	70201	70202	70301	70302	704	705	70601	70602	70603	80200	80300	80500	80600	80700	80800	80900	90200	90400	100100	100200	100500
2BOEAC	 160	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.2      0.2      0.2     0.2     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
2EOEOL	 90	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.2      0.2      0.2     0.2     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
2EOEAC	 132	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.2      0.2      0.2     0.2     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
2ETOLU	 120	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.0      0.0      0.0     0.0     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.3      0.3     0.3     0.3     0.3     0.3     0.3      0.0      0.0       0.0	   0.0     0.0  
2IPEOL	 104	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.1      0.1      0.1     0.1     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
2MOEOL	 76	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.1      0.1      0.1     0.1     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
2MOEAC	 118	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.1      0.1      0.1     0.1     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
2MBZAL	 120	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.0      0.0      0.0     0.0     0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
2M1BEN	 70	0.0      0.0    0.0    0.0    0.2    0.2    0.2   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.0      0.0      0.0     0.0     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
2M1POL	 74	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.5      0.5      0.5     0.5     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
2M2BEN	 70	0.0      0.0    0.0    0.0    0.3    0.3    0.3   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.1      0.1       0.1       0.1       0.0      0.0      0.0     0.0     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.2      0.2     0.2     0.2     0.2     0.2     0.2      0.0      0.0       0.0	   0.0     0.0  
2M5EOC	 168	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.1      0.1      0.1     0.1     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
2MBANE	 72	0.8      0.8    0.8    0.8    7.4    7.4    7.4   3.5    3.5     3.5    1.2     1.2    1.2    1.2    1.2      6.1      6.1       6.1       6.1       0.0      0.0      0.0     0.0     9.9      9.9      9.9      9.9      9.9      9.9      9.9      9.9      9.9      9.9      9.9      9.9      9.9       2.1      2.1     2.1     2.1     2.1     2.1     2.1      0.0      0.0       0.0	   0.0     0.0  
2MDCAN	 156	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.3      0.3      0.3     0.3     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
2MHPAN	 114	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.0      0.0      0.0     0.0     0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2       0.4      0.4     0.4     0.4     0.4     0.4     0.4      0.0      0.0       0.0	   0.0     0.0  
2MHXAN	 100	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.3      0.3      0.3     0.3     0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7       0.3      0.3     0.3     0.3     0.3     0.3     0.3      0.0      0.0       0.0	   0.0     0.0  
2MNNAN	 142	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.4      0.4      0.4     0.4     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
2MOCAN	 128	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.1      0.1      0.1     0.1     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
2MPTAN	 86	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.3    0.3     0.3    0.4     0.4    0.4    0.4    0.4      0.8      0.8       0.8       0.8       0.4      0.4      0.4     0.4     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       1.0      1.0     1.0     1.0     1.0     1.0     1.0      0.3      0.3       0.0	   0.0     0.0  
2MPRAL	 72	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.0      0.0      0.0     0.0     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.2      0.2     0.2     0.2     0.2     0.2     0.2      0.0      0.0       0.0	   0.0     0.0  
2MPANE	 58	0.5      0.5    0.5    0.5    2.8    2.8    2.8   0.2    0.2     0.2    1.3     1.3    1.3    1.3    1.3      7.3      7.3       7.3       7.3       0.2      0.2      0.2     0.2     3.5      3.5      3.5      3.5      3.5      3.5      3.5      3.5      3.5      3.5      3.5      3.5      3.5       0.9      0.9     0.9     0.9     0.9     0.9     0.9      0.0      0.0       0.0	   0.0     0.0  
2MPENE	 56	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.0      0.0      0.0     0.0     2.4      2.4      2.4      2.4      2.4      2.4      2.4      2.4      2.4      2.4      2.4      2.4      2.4       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
2PTENE	 70	0.0      0.0    0.0    0.0    1.1    1.1    1.1   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.4      0.4       0.4       0.4       0.0      0.0      0.0     0.0     0.9      0.9      0.9      0.9      0.9      0.9      0.9      0.9      0.9      0.9      0.9      0.9      0.9       0.2      0.2     0.2     0.2     0.2     0.2     0.2      0.0      0.0       0.0	   0.0     0.0  
2PRPOL	 60	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.4     0.4    0.4    0.4    0.4      0.0      0.0       0.0       0.0       1.6      1.6      1.6     1.6     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
2PRACE	 102	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.7      0.7      0.7     0.7     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
33DMOC	 142	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.1      0.1      0.1     0.1     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
34DMHP	 128	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.1      0.1      0.1     0.1     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
37DMNN	 156	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.1      0.1      0.1     0.1     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
3E2MHP	 142	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.4      0.4      0.4     0.4     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
3EHPAN	 128	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.1      0.1      0.1     0.1     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
3ETOLU	 120	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.3      0.3      0.3     0.3     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.4      0.4     0.4     0.4     0.4     0.4     0.4      0.0      0.0       0.0	   0.0     0.0  
3MBZAL	 120	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.0      0.0      0.0     0.0     0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
3M1BEN	 70	0.0      0.0    0.0    0.0    0.3    0.3    0.3   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.0      0.0      0.0     0.0     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.2      0.2     0.2     0.2     0.2     0.2     0.2      0.0      0.0       0.0	   0.0     0.0  
3MDCAN	 144	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.3      0.3      0.3     0.3     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
3MHPAN	 114	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.0      0.0      0.0     0.0     0.3      0.3      0.3      0.3      0.3      0.3      0.3      0.3      0.3      0.3      0.3      0.3      0.3       0.4      0.4     0.4     0.4     0.4     0.4     0.4      0.0      0.0       0.0	   0.0     0.0  
3MHXAN	 100	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.3      0.3      0.3     0.3     0.5      0.5      0.5      0.5      0.5      0.5      0.5      0.5      0.5      0.5      0.5      0.5      0.5       0.2      0.2     0.2     0.2     0.2     0.2     0.2      0.0      0.0       0.0	   0.0     0.0  
3MNNAN	 130	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.4      0.4      0.4     0.4     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
3MOCAN	 116	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.1      0.1      0.1     0.1     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
3MPTAN	 86	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.2    0.2     0.2    0.3     0.3    0.3    0.3    0.3      0.4      0.4       0.4       0.4       0.4      0.4      0.4     0.4     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.6      0.6     0.6     0.6     0.6     0.6     0.6      0.0      0.0       0.0	   0.0     0.0  
4ETOLU	 120	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.1      0.1      0.1     0.1     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.4      0.4     0.4     0.4     0.4     0.4     0.4      0.0      0.0       0.0	   0.0     0.0  
4M2PON	 100	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       2.5      2.5      2.5     2.5     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
4M4HPO	 116	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.4      0.4      0.4     0.4     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
4MDCAN	 144	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.1     0.1    0.1    0.1    0.1      0.0      0.0       0.0       0.0       0.5      0.5      0.5     0.5     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
4MHPAN	 114	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.0      0.0      0.0     0.0     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.4      0.4     0.4     0.4     0.4     0.4     0.4      0.0      0.0       0.0	   0.0     0.0  
4MNNAN	 130	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.3      0.3      0.3     0.3     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
4MOCAN	 116	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.1      0.1      0.1     0.1     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
5MDCAN	 144	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.1      0.1      0.1     0.1     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
ALKA10	 142	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.1     0.1    0.1    0.1    0.1      0.0      0.0       0.0       0.0       0.3      0.3      0.3     0.3     0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2       0.0      0.0     0.0     0.0     0.0     0.0     0.0      1.0      1.0       0.0	   0.0     0.0  
ALKE10	 140	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.0      0.0      0.0     0.0     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.5      0.5       0.0	   0.0     0.0  
AROM10	 134	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.0      0.0      0.0     0.0     0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
CALK10	 140	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.3      0.3      0.3     0.3     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
ALKA11	 156	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.3      0.3      0.3     0.3     0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.4      0.4       0.0	   0.0     0.0  
ALKA12	 170	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.1      0.1      0.1     0.1     0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2      0.2       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
ALKA13	 184	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.0      0.0      0.0     0.0     3.1      3.1      3.1      3.1      3.1      3.1      3.1      3.1      3.1      3.1      3.1      3.1      3.1       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
AROM13	 134	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.0      0.0      0.0     0.0     5.3      5.3      5.3      5.3      5.3      5.3      5.3      5.3      5.3      5.3      5.3      5.3      5.3       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
ALKE06	 84	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.2      0.2       0.2       0.2       0.0      0.0      0.0     0.0     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.3      0.3       0.0	   0.0     0.0  
ALKA07	 100	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.3     0.3    0.3    0.3    0.3      1.2      1.2       1.2       1.2       0.0      0.0      0.0     0.0     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      2.5      2.5       0.0	   0.0     0.0  
ALKE07	 98	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.0      0.0      0.0     0.0     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.2      0.2       0.0	   0.0     0.0  
CALK07	 98	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.6     0.6    0.6    0.6    0.6      0.1      0.1       0.1       0.1       0.0      0.0      0.0     0.0     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
ALKA08	 114	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.1    0.1     0.1    0.1     0.1    0.1    0.1    0.1      0.9      0.9       0.9       0.9       0.0      0.0      0.0     0.0     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      1.6      1.6       0.0	   0.0     0.0  
ALKE08	 112	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.0      0.0      0.0     0.0     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.3      0.3       0.0	   0.0     0.0  
CALK08	 112	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.2     0.2    0.2    0.2    0.2      0.0      0.0       0.0       0.0       0.0      0.0      0.0     0.0     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
ALKA09	 128	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.1     0.1    0.1    0.1    0.1      0.0      0.0       0.0       0.0       0.0      0.0      0.0     0.0     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.6      0.6       0.0	   0.0     0.0  
AROM09	 120	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.0     0.0    0.0    0.0    0.0      0.0      0.0       0.0       0.0       0.0      0.0      0.0     0.0     2.4      2.4      2.4      2.4      2.4      2.4      2.4      2.4      2.4      2.4      2.4      2.4      2.4       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
ACETAL	 44	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.1     0.1    0.1    0.1    0.1      0.0      0.0       0.0       0.0       0.0      0.0      0.0     0.0     0.9      0.9      0.9      0.9      0.9      0.9      0.9      0.9      0.9      0.9      0.9      0.9      0.9       0.6      0.6     0.6     0.6     0.6     0.6     0.6      0.0      0.0       0.0	   0.0     0.0  
ACETIC	 60	0.0      0.0    0.0    0.0    0.0    0.0    0.0   0.0    0.0     0.0    0.3     0.3    0.3    0.3    0.3      0.0      0.0       0.0       0.0       0.0      0.0      0.0     0.0     0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0      0.0       0.0      0.0     0.0     0.0     0.0     0.0     0.0      0.0      0.0       0.0	   0.0     0.0  
ACETON	 58	0.5      0.5    0.5    0.5    0.0    0.0    0.0   0.8    0.8     0.8    1.1     1.1    1.1    1.1    1.1      0.0      0.0       0.0       0.0       5.0      5.0      5.0     5.0     0.3      0.3      0.3      0.3      0.3      0.3      0.3      0.3      0.3      0.3      0.3      0.3      0.3       0.6      0.6     0.6     0.6     0.6     0.6     0.6      0.0      0.0       0.0	   0.0     0.0  
