Species,0,1,2,3,4,5
PBC,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0026632653061225,0.0077234693877551,0.0157132653061225
PMD,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0884591836734694,0.2565316326530610,0.5219091836734690
PPOAlP,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0109183673469388,0.0316632653061224,0.0644183673469388
