Species,0,1,2,3,4,5
PBC,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0153000000000000,0.0918000000000000,0.0459000000000000
PMD,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0487000000000000,0.2922000000000000,0.1461000000000000
PPOAlP,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0360000000000000,0.2160000000000000,0.1080000000000000
