C2H4 28.054
C2H6 30.070
C3H6 42.081
C5H8 68.119
CH3CHO 44.053
CH3COE 72.107
CH4 16.043
CO 28.010
GLYOX 58.036
H2O2 34.0147
H2SO4 98.079 
HCHO 30.026
HNO3 63.0129
HONO 47.0135
MGLYOX 72.063
NO2 46.0055
NO 30.0061
O3 47.9982
OH 17.0073
PAN 121.05
SO2 64.065
