#	O3	NO2	NO
2014-04-14_22	63.5	25.5	1.30
2014-04-14_23	63.5	22	0.65
2014-04-15_00	63	20.5	0.65
2014-04-15_01	61.5	18.5	0.33
2014-04-15_02	65	14.5	0.33
2014-04-15_03	59	16.5	0.00
2014-04-15_04	32	42	2.61
2014-04-15_05	16	59	9.78
2014-04-15_06	15.5	58.5	13.70
2014-04-15_07	28.5	41.5	14.35
2014-04-15_08	47.5	26	9.13
2014-04-15_09	67.5	12.5	2.93
2014-04-15_10	71	11	1.96
2014-04-15_11	75.3	10.3	2.29
2014-04-15_12	79.5	9.5	2.61
2014-04-15_13	84	8.5	1.63
2014-04-15_14	87.5	10	2.28
2014-04-15_15	91	10	0.65
2014-04-15_16	91	12	2.28
2014-04-15_17	88	13	2.28
2014-04-15_18	80	16	1.63
2014-04-15_19	59	29.5	1.63
2014-04-15_20	54	32.5	1.63
2014-04-15_21	57	21.5	0.65
2014-04-15_22	45	27	0.65
2014-04-15_23	49	21.5	0.65
2014-04-16_00	53	16	0.00
2014-04-16_01	52	14.5	0.00
2014-04-16_02	44	18	0.33
2014-04-16_03	38	20	0.00
2014-04-16_04	28	27	0.98
2014-04-16_05	11	44.5	7.17
2014-04-16_06	10	51	13.70
2014-04-16_07	20	43	16.30
2014-04-16_08	38	35	14.35
2014-04-16_09	58.5	19	5.54
2014-04-16_10	76.5	11	1.96
2014-04-16_11	82	9.5	1.63
2014-04-16_12	88.5	9	1.63
2014-04-16_13	91.5	9	1.63
2014-04-16_14	94.5	9.5	1.30
2014-04-16_15	99	8	1.30
2014-04-16_16	99	9	0.98
2014-04-16_17	99.5	10	0.65
2014-04-16_18	95	13.5	0.98
2014-04-16_19	83.5	20	0.33
2014-04-16_20	60.5	37.5	0.65
2014-04-16_21	38	57.5	3.59
2014-04-16_22	45.5	46.5	3.91
2014-04-16_23	66.5	22.5	0.33
2014-04-17_00	66	19.5	1.30
2014-04-17_01	62.5	18.5	0.65
2014-04-17_02	62.5	13.5	0.00
2014-04-17_03	50.5	22.5	1.63
2014-04-17_04	32	39.5	2.28
2014-04-17_05	23	47	10.11
2014-04-17_06	13	57	24.13
2014-04-17_07	18	52	25.43
2014-04-17_08	29.5	45	23.15
2014-04-17_09	52	25.5	9.46
2014-04-17_10	64	17	5.87
2014-04-17_11	74.5	15.5	3.59
2014-04-17_12	72.5	21.5	5.87
2014-04-17_13	68.5	32	9.46
2014-04-17_14	62	49	15.65
2014-04-17_15	66.5	48	11.74
2014-04-17_16	75	39.5	7.17
2014-04-17_17	92.5	28	2.93
2014-04-17_18	96.5	29	0.98
2014-04-17_19	82.5	42	0.65
2014-04-17_20	76.5	47.5	0.33
2014-04-17_21	92	32	0.00
2014-04-17_22	82.5	37.5	0.00
2014-04-17_23	91.5	24.5	0.00
2014-04-18_00	96	14.5	0.00
2014-04-18_01	95	9	0.00
2014-04-18_02	88	10	0.00
2014-04-18_03	76.5	13.5	0.33
2014-04-18_04	64.5	16	0.33
2014-04-18_05	52	25	1.30
2014-04-18_06	43	32	2.61
2014-04-18_07	39.5	32.5	4.24
2014-04-18_08	45.5	27	6.20
2014-04-18_09	55.5	22	5.54
2014-04-18_10	69.5	17.5	4.57
2014-04-18_11	81.5	15	2.93
2014-04-18_12	86	13.5	2.28
2014-04-18_13	85	17	2.93
2014-04-18_14	85	17	2.61
2014-04-18_15	90	12.5	1.96
2014-04-18_16	89.5	14.5	1.63
2014-04-18_17	88	16.5	1.96
2014-04-18_18	82	22.5	1.63
2014-04-18_19	72	25.5	0.65
2014-04-18_20	60.5	35	0.98
2014-04-18_21	56	37	0.33
2014-04-18_22	54.5	33	1.63
2014-04-18_23	51.5	29.5	0.65
2014-04-19_00	57.5	21	0.00
2014-04-19_01	61.5	14.5	0.33
2014-04-19_02	59	15	0.65
2014-04-19_03	54.5	16.5	0.33
2014-04-19_04	46.5	21	0.65
2014-04-19_05	38	28.5	0.98
2014-04-19_06	38	28	2.28
2014-04-19_07	42.5	23	5.22
2014-04-19_08	50.5	17.5	4.89
2014-04-19_09	58	13	3.26
2014-04-19_10	67	10	2.61
2014-04-19_11	77.5	8	1.63
2014-04-19_12	83.5	6.5	0.65
2014-04-19_13	88	7	0.98
2014-04-19_14	87	8	0.98
2014-04-19_15	82.5	11	0.65
2014-04-19_16	77	16.5	0.65
2014-04-19_17	71	22	1.30
2014-04-19_18	60.5	31	1.30
2014-04-19_19	54.5	33.5	0.98
2014-04-19_20	48.5	33	0.65
2014-04-19_21	44.5	36.5	0.98
2014-04-19_22	40.5	38	0.65
2014-04-19_23	36.5	40	0.65
2014-04-20_00	33.5	39	0.33
2014-04-20_01	37	31.5	0.65
2014-04-20_02	40	22	0.33
2014-04-20_03	41.5	17	0.65
2014-04-20_04	43.5	15.5	0.65
2014-04-20_05	44	16.5	0.65
2014-04-20_06	44	19	0.65
2014-04-20_07	47.5	17.5	1.30
2014-04-20_08	50.5	14	1.63
2014-04-20_09	65	7.5	1.63
2014-04-20_10	72.5	6.5	0.98
2014-04-20_11	83.5	6.5	0.65
2014-04-20_12	94	5.5	0.33
2014-04-20_13	98.5	5	0.65
2014-04-20_14	100	6	0.33
2014-04-20_15	99.5	6	0.00
2014-04-20_16	97.5	7.5	0.00
2014-04-20_17	95	12.5	0.33
2014-04-20_18	91.5	14	0.33
2014-04-20_19	80.5	26.5	0.65
2014-04-20_20	67.5	34.5	0.65
2014-04-20_21	57	38	0.98
2014-04-20_22	40	50.5	1.63
2014-04-20_23	36	51	0.98
2014-04-21_00	40	42	0.65
2014-04-21_01	23.5	54.5	1.96
2014-04-21_02	15	65.5	2.28
2014-04-21_03	20.5	46	0.98
2014-04-21_04	25	41.5	2.61
2014-04-21_05	27	38	2.28
2014-04-21_06	39	30	1.63
2014-04-21_07	57	24.5	1.63
2014-04-21_08	61.5	24.5	1.63
2014-04-21_09	57.5	34.5	4.89
2014-04-21_10	78.5	20.5	2.28
2014-04-21_11	93	12	1.63
2014-04-21_12	98.5	11	0.98
2014-04-21_13	96.5	13.5	1.63
2014-04-21_14	97	14	1.63
2014-04-21_15	97	14.5	0.98
2014-04-21_16	96	16	0.98
2014-04-21_17	93	19.5	0.33
2014-04-21_18	87.5	22	0.65
2014-04-21_19	75.5	29	0.33
2014-04-21_20	60	37	0.33
2014-04-21_21	37	56.5	1.96
2014-04-21_22	38.5	49	0.98
2014-04-21_23	33	52	2.28
2014-04-22_00	30.5	43.5	1.96
2014-04-22_01	27	41	1.63
2014-04-22_02	27.5	39.5	0.98
2014-04-22_03	22.5	38.5	1.30
2014-04-22_04	10.5	46	7.17
2014-04-22_05	8.5	53	10.76
2014-04-22_06	3.5	66.5	32.61
2014-04-22_07	8.5	62.5	38.15
2014-04-22_08	14	56	29.67
2014-04-22_09	31	46.5	22.83
2014-04-22_10	62	29.5	9.78
2014-04-22_11	73	24	6.20
2014-04-22_12	85.5	15	2.28
2014-04-22_13	95.5	11	1.63
2014-04-22_14	99	9.5	1.30
2014-04-22_15	90	15	0.98
2014-04-22_16	66.5	31	1.63
2014-04-22_17	48	42.5	5.54
2014-04-22_18	52.5	34.5	5.22
2014-04-22_19	40	35.5	3.59
2014-04-22_20	29.5	37	1.63
2014-04-22_21	19	43	1.96
2014-04-22_22	13	47.5	7.83
2014-04-22_23	22.5	33	1.63
2014-04-23_00	22.5	29	1.63
2014-04-23_01	15	35	7.83
2014-04-23_02	16.5	27.5	1.96
2014-04-23_03	8.5	33	8.80
2014-04-23_04	3	33	9.46
2014-04-23_05	1.5	36	32.93
2014-04-23_06	2.5	34	56.09
2014-04-23_07	4.5	36.5	55.43
2014-04-23_08	8.5	34.5	46.63
2014-04-23_09	17	28.5	36.52
2014-04-23_10	35.5	24.5	17.61
2014-04-23_11	69	15.5	6.20
2014-04-23_12	72.5	18	4.89
2014-04-23_13	83.5	15.5	2.93
2014-04-23_14	97	9	1.96
2014-04-23_15	97	10.5	1.30
2014-04-23_16	92	18	1.63
2014-04-23_17	85.5	26	1.63
2014-04-23_18	80.5	31.5	0.65
2014-04-23_19	83	26.5	0.00
2014-04-23_20	54.5	48.5	0.65
2014-04-23_21	53	43	1.63
2014-04-23_22	64.5	23.5	0.33
2014-04-23_23	62	25	0.33
2014-04-24_00	61.5	21	0.33
2014-04-24_01	60	19.5	0.98
2014-04-24_02	58.5	22.5	0.98
2014-04-24_03	54	22.5	0.98
2014-04-24_04	45	23.5	0.98
2014-04-24_05	24.5	44.5	2.28
2014-04-24_06	7.5	72	23.80
2014-04-24_07	6	76	38.15
2014-04-24_08	9.5	72.5	36.52
2014-04-24_09	9.5	72.5	44.02
2014-04-24_10	13	68.5	35.54
2014-04-24_11	56	30.5	12.72
2014-04-24_12	79	16	4.24
2014-04-24_13	84.5	11.5	2.93
2014-04-24_14	94	10.5	1.30
2014-04-24_15	93.5	10.5	1.63
2014-04-24_16	91	13	1.63
2014-04-24_17	86	15	1.30
2014-04-24_18	56	36.5	3.26
2014-04-24_19	51	38.5	2.28
2014-04-24_20	48.5	36.5	0.65
2014-04-24_21	45.5	31	0.65
2014-04-24_22	41.5	29.5	0.98
2014-04-24_23	36	29	0.98
2014-04-25_00	33.5	25	0.98
2014-04-25_01	34.5	23	1.63
2014-04-25_02	43	18	0.33
2014-04-25_03	39	22	0.98
2014-04-25_04	13.5	49	9.78
2014-04-25_05	5.5	64.5	19.57
2014-04-25_06	2	67.5	30.98
2014-04-25_07	4.5	63.5	42.39
2014-04-25_08	14	56.5	30.00
2014-04-25_09	13	54	15.98
2014-04-25_10	25	38.5	12.72
2014-04-25_11	17.5	29.5	11.09
2014-04-25_12	42.5	27.5	5.22
2014-04-25_13	39.5	31.5	4.24
2014-04-25_14	51.5	27.5	4.57
2014-04-25_15	58	24	4.24
2014-04-25_16	63	21.5	4.57
2014-04-25_17	65.5	23	1.96
2014-04-25_18	66	27	1.30
2014-04-25_19	62.5	29	0.65
2014-04-25_20	58.5	27	0.00
2014-04-25_21	50.5	29.5	0.33
2014-04-25_22	44	29	0.65
2014-04-25_23	39	28	1.30
2014-04-26_00	33	29	0.98
2014-04-26_01	32	24	1.30
2014-04-26_02	33	18.5	0.65
2014-04-26_03	34	18.5	0.65
2014-04-26_04	32	18.5	0.98
2014-04-26_05	28	22	1.63
2014-04-26_06	35	19	2.61
2014-04-26_07	44.5	16	2.61
2014-04-26_08	56	15	1.96
2014-04-26_09	60	16	1.63
2014-04-26_10	55.5	18	2.93
2014-04-26_11	59	15	2.28
2014-04-26_12	58.5	13	0.98
2014-04-26_13	53.5	15.5	1.30
2014-04-26_14	49	18	2.28
2014-04-26_15	53.5	14.5	2.28
2014-04-26_16	57.5	11	1.96
2014-04-26_17	57	13.5	1.63
2014-04-26_18	49	18.5	1.63
2014-04-26_19	40	23.5	1.96
2014-04-26_20	43.5	25	1.30
2014-04-26_21	37	34	2.93
2014-04-26_22	43	22.5	0.98
2014-04-26_23	37	24	0.98
2014-04-27_00	38	21	1.96
2014-04-27_01	38	19.5	0.98
2014-04-27_02	48	16	0.00
2014-04-27_03	55	9.5	0.00
2014-04-27_04	55.5	9	0.00
2014-04-27_05	54.5	9	0.00
2014-04-27_06	53	10.5	0.33
2014-04-27_07	56	9	0.65
2014-04-27_08	56.5	9	0.98
2014-04-27_09	58.5	11	0.98
2014-04-27_10	75	10.5	1.63
2014-04-27_11	79.5	11	1.30
2014-04-27_12	83.5	9	1.96
2014-04-27_13	83.5	6	1.30
2014-04-27_14	85	6	0.98
2014-04-27_15	87.5	6	0.98
2014-04-27_16	84	8	0.65
2014-04-27_17	77.5	11.5	1.63
2014-04-27_18	73	17	2.28
2014-04-27_19	67	19.5	1.30
2014-04-27_20	61	19.5	0.98
2014-04-27_21	63	15	0.65
2014-04-27_22	53.5	15.5	0.33
2014-04-27_23	48	14	0.33
2014-04-28_00	50.5	10.5	0.00
2014-04-28_01	50.5	10	0.00
2014-04-28_02	47.5	10.5	0.00
2014-04-28_03	48.5	10	0.33
2014-04-28_04	40	15.5	0.98
2014-04-28_05	28.5	27	3.91
2014-04-28_06	22.5	36	8.80
2014-04-28_07	27.5	35.5	10.76
2014-04-28_08	39	26.5	6.85
2014-04-28_09	53.5	18.5	3.59
2014-04-28_10	57.5	18	3.59
2014-04-28_11	62	18	4.24
2014-04-28_12	68	14.5	3.26
2014-04-28_13	72	12	2.93
2014-04-28_14	78.5	10.5	1.96
2014-04-28_15	81.5	10.5	1.96
2014-04-28_16	73.5	17	1.96
2014-04-28_17	73	17.5	1.63
2014-04-28_18	67.5	24.5	1.63
2014-04-28_19	56.5	34.5	2.28
2014-04-28_20	41	45	1.63
2014-04-28_21	27	52.5	4.24
2014-04-28_22	26.5	48	2.61
2014-04-28_23	32.5	37	1.30
2014-04-29_00	27	40	1.63
2014-04-29_01	29.5	33	0.98
2014-04-29_02	18.5	34	3.59
2014-04-29_03	13	38	2.61
2014-04-29_04	6	42	10.11
2014-04-29_05	2.5	46.5	39.46
2014-04-29_06	4.5	42.5	59.67
2014-04-29_07	11.5	41	45.33
2014-04-29_08	16.5	39.5	34.57
2014-04-29_09	24	32	22.50
2014-04-29_10	35	24	11.09
2014-04-29_11	39.5	18.5	6.85
2014-04-29_12	54.5	15	4.24
2014-04-29_13	68.5	14	4.24
2014-04-29_14	69	17	3.59
2014-04-29_15	66	18.5	2.61
2014-04-29_16	52.5	28.5	3.91
2014-04-29_17	43.5	34	2.61
2014-04-29_18	39.5	41	3.26
2014-04-29_19	33.5	51.5	6.20
2014-04-29_20	28.5	58.5	4.24
2014-04-29_21	32.5	53.5	1.63
2014-04-29_22	36	45.5	0.33
2014-04-29_23	46.5	29.5	0.65
2014-04-30_00	41	26	0.98
2014-04-30_01	42.5	21	0.65
2014-04-30_02	34.5	22	0.33
2014-04-30_03	23	30.5	0.65
2014-04-30_04	9	45.5	8.15
2014-04-30_05	4.5	57.5	22.17
2014-04-30_06	5	61	49.57
2014-04-30_07	12.5	48.5	33.59
2014-04-30_08	23	37	26.09
2014-04-30_09	32	31	19.89
2014-04-30_10	43	27	13.70
2014-04-30_11	61	21	5.22
2014-04-30_12	72	18.5	2.93
2014-04-30_13	69	22	2.28
2014-04-30_14	75	21.5	2.93
2014-04-30_15	73.5	26.5	1.30
2014-04-30_16	63.5	39.5	2.28
2014-04-30_17	42	63.5	6.20
2014-04-30_18	25	79.5	6.52
2014-04-30_19	18.5	82	8.80
2014-04-30_20	14.5	81.5	5.22
2014-04-30_21	7.5	89.5	20.87
2014-04-30_22	4.5	86.5	18.91
2014-04-30_23	4	85	23.48
2014-05-01_00	11.5	66	16.96
2014-05-01_01	9.5	49.5	14.35
2014-05-01_02	9	48.5	4.57
2014-05-01_03	9	44	4.57
2014-05-01_04	13	38	2.61
2014-05-01_05	16	33.5	3.26
2014-05-01_06	22	27.5	5.22
2014-05-01_07	30	20	5.22
2014-05-01_08	29	21.5	4.89
2014-05-01_09	33.5	21.5	6.85
2014-05-01_10	50.5	12.5	3.91
2014-05-01_11	62	9.5	0.98
2014-05-01_12	51.5	13	0.98
2014-05-01_13	52.5	16	1.30
2014-05-01_14	67	12	1.96
2014-05-01_15	62	15.5	2.28
2014-05-01_16	54.5	18	3.26
2014-05-01_17	53	21.5	1.96
2014-05-01_18	40	35	1.30
2014-05-01_19	28.5	40	1.63
2014-05-01_20	17	50.5	1.63
2014-05-01_21	15	51.5	3.59
2014-05-01_22	44	27	0.00
2014-05-01_23	36	35.5	0.00
2014-05-02_00	59.5	17	0.00
2014-05-02_01	56	12.5	0.00
2014-05-02_02	53	11.5	0.00
2014-05-02_03	52	12.5	0.00
2014-05-02_04	56.5	14	0.00
2014-05-02_05	42	29	0.65
2014-05-02_06	26	43	6.52
2014-05-02_07	28	38.5	7.83
2014-05-02_08	31.5	38	4.57
2014-05-02_09	31	34.5	5.87
2014-05-02_10	36	29	6.85
2014-05-02_11	45	25	5.22
2014-05-02_12	58.5	22.5	4.89
2014-05-02_13	60	24.5	5.54
2014-05-02_14	65	17.5	4.24
2014-05-02_15	73.5	16.5	2.61
2014-05-02_16	81.5	15.5	0.98
2014-05-02_17	87	15.5	0.98
2014-05-02_18	89	14	0.00
2014-05-02_19	83	15	0.00
2014-05-02_20	81	17	0.00
2014-05-02_21	82	16.5	0.00
2014-05-02_22	83	16.5	0.00
2014-05-02_23	81	15.5	0.00
2014-05-03_00	80.5	13	0.00
2014-05-03_01	76.5	13.5	0.33
2014-05-03_02	70	13	2.93
2014-05-03_03	66.5	13	0.00
2014-05-03_04	59.5	16.5	0.33
2014-05-03_05	55.5	16.5	0.00
2014-05-03_06	48	21.5	1.63
2014-05-03_07	47	22	3.91
2014-05-03_08	53.5	16.5	5.22
2014-05-03_09	61.5	12.5	3.91
2014-05-03_10	73	11.5	2.93
2014-05-03_11	78	12	2.28
2014-05-03_12	87	10	1.30
2014-05-03_13	93	10.5	1.63
2014-05-03_14	99	10	0.98
2014-05-03_15	102.5	10.5	1.30
2014-05-03_16	103.5	11	1.30
2014-05-03_17	101.5	13	0.98
2014-05-03_18	93.5	18	0.33
2014-05-03_19	77.5	28.5	0.98
2014-05-03_20	64.5	37.5	0.98
2014-05-03_21	56	43	0.65
2014-05-03_22	45	52	0.65
2014-05-03_23	47	44.5	0.33
2014-05-04_00	45	39	0.33
2014-05-04_01	56	23	0.00
2014-05-04_02	57	18.5	0.33
2014-05-04_03	53.5	18.5	0.00
2014-05-04_04	47	22	0.00
2014-05-04_05	36	32	0.00
2014-05-04_06	34	35.5	3.26
2014-05-04_07	43	29.5	6.20
2014-05-04_08	57.5	19.5	4.24
2014-05-04_09	65.5	13	2.93
2014-05-04_10	83	11	1.96
2014-05-04_11	98	9.5	0.98
2014-05-04_12	104	8.5	0.33
2014-05-04_13	109.5	9	0.33
2014-05-04_14	112.5	10	0.65
2014-05-04_15	115	10.5	0.65
2014-05-04_16	116	12	0.65
2014-05-04_17	117	12.5	0.65
2014-05-04_18	115	15.5	0.33
2014-05-04_19	108.5	18.5	0.33
2014-05-04_20	79.5	39.5	0.33
2014-05-04_21	56	58.5	0.33
2014-05-04_22	55	57.5	0.00
2014-05-04_23	60.5	39.5	1.30
2014-05-05_00	61.5	33	0.00
2014-05-05_01	61	27.5	0.00
2014-05-05_02	51.5	29	0.00
2014-05-05_03	38.5	38.5	9.13
2014-05-05_04	21	51.5	10.43
2014-05-05_05	9	63.5	43.04
2014-05-05_06	9	74.5	96.52
2014-05-05_07	21	68	44.02
2014-05-05_08	39.5	52.5	25.76
2014-05-05_09	81	24.5	5.87
2014-05-05_10	100.5	15	1.96
2014-05-05_11	106	12	0.98
2014-05-05_12	109.5	11	0.98
2014-05-05_13	113.5	10.5	0.65
2014-05-05_14	114	11.5	0.98
2014-05-05_15	117.5	12.5	0.65
2014-05-05_16	115	16	1.30
2014-05-05_17	112	16	1.30
2014-05-05_18	107	19.5	0.65
2014-05-05_19	91	29	0.65
2014-05-05_20	81.5	32.5	0.33
2014-05-05_21	72.5	37.5	0.33
2014-05-05_22	78.5	28	0.00
2014-05-05_23	62	32.5	0.33
2014-05-06_00	50	37	0.65
2014-05-06_01	55	29.5	0.33
2014-05-06_02	56	24.5	0.33
2014-05-06_03	54	23.5	0.00
2014-05-06_04	44	31	1.96
2014-05-06_05	20.5	54	5.87
2014-05-06_06	5	73.5	33.59
2014-05-06_07	11.5	65.5	27.07
2014-05-06_08	27.5	52	12.07
2014-05-06_09	49	33	9.13
2014-05-06_10	64.5	19.5	5.22
2014-05-06_11	71.5	15.5	3.59
2014-05-06_12	68.5	15.5	2.93
2014-05-06_13	69	16.5	3.59
2014-05-06_14	72.5	14	2.61
2014-05-06_15	72.5	13.5	2.61
2014-05-06_16	75	14.5	2.28
2014-05-06_17	80	13.5	1.63
2014-05-06_18	79.5	14.5	0.98
2014-05-06_19	75.5	15.5	0.65
2014-05-06_20	61	21	0.33
2014-05-06_21	59.5	19	0.00
2014-05-06_22	68.5	13.5	0.00
2014-05-06_23	79.5	10.5	0.00
2014-05-07_00	80	9	0.00
2014-05-07_01	77.5	9.5	0.00
2014-05-07_02	72.5	9.5	0.00
2014-05-07_03	63	12	0.00
2014-05-07_04	50.5	20	0.33
2014-05-07_05	40.5	30.5	2.61
2014-05-07_06	33	38.5	6.20
2014-05-07_07	36.5	39	6.52
2014-05-07_08	43	32.5	6.20
2014-05-07_09	52.5	23	4.89
2014-05-07_10	60	18.5	5.87
2014-05-07_11	64	15.5	3.26
2014-05-07_12	68	13	2.93
2014-05-07_13	60.5	18.5	3.59
2014-05-07_14	61.5	16.5	4.24
2014-05-07_15	60.5	19.5	4.57
2014-05-07_16	54.5	23.5	5.22
2014-05-07_17	55	24.5	6.52
2014-05-07_18	57	24	2.28
2014-05-07_19	50	30.5	1.63
2014-05-07_20	44	40.5	1.96
2014-05-07_21	63.5	25	0.00
2014-05-07_22	63.5	25	0.00
2014-05-07_23	45	39.5	0.00
2014-05-08_00	36.5	47	1.96
2014-05-08_01	43	33.5	0.33
2014-05-08_02	66	14	0.00
2014-05-08_03	68.5	9.5	0.00
2014-05-08_04	69.5	11.5	0.00
2014-05-08_05	69	13	0.00
2014-05-08_06	59	18	0.33
2014-05-08_07	55	18.5	1.30
2014-05-08_08	59.5	12.5	2.28
2014-05-08_09	62	12	0.98
2014-05-08_10	69.5	8.5	1.30
2014-05-08_11	71	8.5	0.98
2014-05-08_12	67.5	7.5	0.98
2014-05-08_13	60.5	8	1.30
2014-05-08_14	54.5	12	1.30
2014-05-08_15	51.5	13	0.65
2014-05-08_16	47.5	14	1.96
2014-05-08_17	47	12.5	0.98
2014-05-08_18	46	12.5	0.98
2014-05-08_19	47	12	0.33
2014-05-08_20	45	11.5	0.33
2014-05-08_21	42	13	0.00
2014-05-08_22	41.5	11.5	0.00
2014-05-08_23	42	11	0.33
2014-05-09_00	45	8.5	0.00
2014-05-09_01	45.5	7.5	0.00
2014-05-09_02	46	8	0.00
2014-05-09_03	41.5	10	0.33
2014-05-09_04	35.5	13	0.33
2014-05-09_05	27	23	1.96
2014-05-09_06	22.5	32	6.20
2014-05-09_07	30.5	30.5	6.20
2014-05-09_08	42	24	5.54
2014-05-09_09	60	16.5	4.24
2014-05-09_10	71.5	11	2.93
2014-05-09_11	71.5	12	2.61
2014-05-09_12	77.5	10.5	1.96
2014-05-09_13	80	10	1.63
2014-05-09_14	79	12	1.96
2014-05-09_15	76.5	13.5	2.28
2014-05-09_16	76.5	13	1.96
2014-05-09_17	79	12.5	1.96
2014-05-09_18	72.5	17.5	0.98
2014-05-09_19	71	17	0.33
2014-05-09_20	68	20.5	0.00
2014-05-09_21	60.5	26	0.00
2014-05-09_22	56	30	0.00
2014-05-09_23	58.5	25	0.00
2014-05-10_00	46	34.5	0.33
2014-05-10_01	55	21	0.00
2014-05-10_02	61	11	0.00
2014-05-10_03	54	11.5	0.00
2014-05-10_04	49.5	13.5	0.00
2014-05-10_05	50	14	0.33
2014-05-10_06	53	13.5	0.98
2014-05-10_07	54.5	13.5	0.98
2014-05-10_08	54	12.5	1.96
2014-05-10_09	48.5	16.5	1.63
2014-05-10_10	44.5	19	3.59
2014-05-10_11	42	17	2.93
2014-05-10_12	41	15	2.61
2014-05-10_13	36.5	15.5	3.59
2014-05-10_14	30	17	2.93
2014-05-10_15	30.5	14.5	3.91
2014-05-10_16	40	10	2.93
2014-05-10_17	48	14	2.28
2014-05-10_18	51.5	23	1.30
2014-05-10_19	46	26	1.30
2014-05-10_20	52	22.5	0.65
2014-05-10_21	66	14.5	0.00
2014-05-10_22	70	14	0.00
2014-05-10_23	65	13.5	0.00
2014-05-11_00	72	9.5	0.00
2014-05-11_01	64.5	9	0.00
2014-05-11_02	64	6.5	0.00
2014-05-11_03	65	6	0.00
2014-05-11_04	63	5	0.00
2014-05-11_05	64	5.5	0.00
2014-05-11_06	64.5	6	0.98
2014-05-11_07	67	6	0.65
2014-05-11_08	65	6.5	0.98
2014-05-11_09	68.5	8	0.98
2014-05-11_10	72	8	0.98
2014-05-11_11	73	8.5	1.96
2014-05-11_12	73.5	8	2.28
2014-05-11_13	76.5	6	0.65
2014-05-11_14	75	7	3.26
2014-05-11_15	79	6.5	1.63
2014-05-11_16	76.5	9.5	1.96
2014-05-11_17	76	10	0.98
2014-05-11_18	65	15.5	1.96
2014-05-11_19	62	17.5	0.65
2014-05-11_20	58	21	0.65
2014-05-11_21	70	11	0.00
2014-05-11_22	64.5	14.5	0.00
2014-05-11_23	61.5	12.5	0.00
2014-05-12_00	61	9.5	0.00
2014-05-12_01	61.5	7.5	0.00
2014-05-12_02	58.5	7	0.33
2014-05-12_03	51.5	9.5	0.00
2014-05-12_04	44.5	15.5	0.33
2014-05-12_05	36	24.5	1.96
2014-05-12_06	31	33.5	8.80
2014-05-12_07	42.5	27.5	8.48
2014-05-12_08	46	25.5	7.50
2014-05-12_09	52.5	20	6.20
2014-05-12_10	55	19	4.89
2014-05-12_11	61	13	4.57
2014-05-12_12	56.5	17	3.91
2014-05-12_13	56	19.5	5.87
2014-05-12_14	61	19.5	2.28
2014-05-12_15	53.5	28.5	4.57
2014-05-12_16	49.5	35.5	9.13
2014-05-12_17	59	25	4.24
2014-05-12_18	64	21.5	2.61
2014-05-12_19	60	26.5	1.63
2014-05-12_20	54.5	27.5	0.65
2014-05-12_21	52	29.5	0.00
2014-05-12_22	54.5	26	0.00
2014-05-12_23	47.5	26	0.00
2014-05-13_00	49	22.5	0.00
2014-05-13_01	57	15	0.00
2014-05-13_02	59.5	12.5	0.00
2014-05-13_03	51.5	16.5	0.33
2014-05-13_04	41.5	24.5	1.30
2014-05-13_05	21.5	43	6.20
2014-05-13_06	19.5	48	8.80
2014-05-13_07	23	44.5	15.65
2014-05-13_08	36	33	15.65
2014-05-13_09	41.5	27	11.09
2014-05-13_10	55.5	20	7.50
2014-05-13_11	63.5	15.5	3.59
2014-05-13_12	64.5	19.5	4.24
2014-05-13_13	68.5	18.5	4.24
2014-05-13_14	67	22	6.52
2014-05-13_15	70.5	18.5	5.54
2014-05-13_16	69	22	2.61
2014-05-13_17	55	34	6.85
2014-05-13_18	65.5	21.5	3.59
2014-05-13_19	62.5	22.5	1.30
2014-05-13_20	61	22	0.00
2014-05-13_21	43.5	35	0.98
2014-05-13_22	9.5	69.5	15.65
2014-05-13_23	9	66	10.76
2014-05-14_00	11	57	5.54
2014-05-14_01	9.5	53.5	33.26
2014-05-14_02	5	57	47.61
2014-05-14_03	4	53	10.43
2014-05-14_04	1.5	57	28.04
2014-05-14_05	2.5	58.5	99.46
2014-05-14_06	4	62	101.09
2014-05-14_07	12	59	69.78
2014-05-14_08	21	58	45.33
2014-05-14_09	26	51.5	40.43
2014-05-14_10	45	40	22.17
2014-05-14_11	72	19	5.87
2014-05-14_12	81	12.5	2.61
2014-05-14_13	85.5	10.5	1.96
2014-05-14_14	92.5	8.5	0.98
2014-05-14_15	94	9	1.30
2014-05-14_16	92	9.5	1.63
2014-05-14_17	92	10	0.98
2014-05-14_18	94.5	11.5	0.33
2014-05-14_19	80.5	19	0.65
2014-05-14_20	71	24.5	0.00
2014-05-14_21	68	29	0.00
2014-05-14_22	64.5	30	0.00
2014-05-14_23	61	32.5	0.00
2014-05-15_00	61	27	0.00
2014-05-15_01	35	46	3.59
2014-05-15_02	39	40	0.98
2014-05-15_03	46	28.5	0.00
2014-05-15_04	33.5	39.5	3.26
2014-05-15_05	21	52	9.13
2014-05-15_06	25	54.5	15.65
2014-05-15_07	39	39	14.02
2014-05-15_08	57	23.5	7.83
2014-05-15_09	75	14.5	4.89
2014-05-15_10	78	9	2.61
2014-05-15_11	81	10	3.26
2014-05-15_12	89	9	2.61
2014-05-15_13	94.5	9.5	1.96
2014-05-15_14	97.5	9.5	1.96
2014-05-15_15	98	11.5	2.28
