#id,length,width,height
1	0	7.5	6.9
3	0	7.5	6.9
4	0	7.5	6.9
5	0	7.5	6.9
6	0	41	10.2
7	0	7.5	6.9
8	0	7.5	6.9
9	0	7.5	6.9
10	0	7.5	6.9
11	0	7.5	6.9
12	0	7.5	6.9
14	0	7.5	6.9
15	0	7.5	6.9
17	0	7.5	6.9
19	0	7.5	6.9
20	0	7.5	6.9
22	0	7.5	6.9
23	0	7.5	6.9
24	0	7.5	6.9
26	0	7.5	6.9
27	0	7.5	6.9
29	0	7.5	6.9
30	0	7.5	6.9
31	0	7.5	6.9
33	0	7.5	6.9
34	0	7.5	6.9
35	0	7.5	6.9
36	0	7.5	6.9
37	0	7.5	6.9
38	0	7.5	6.9
40	0	7.5	6.9
43	0	7.5	6.9
45	0	7.5	6.9
47	0	7.5	6.9
49	0	7.5	6.9
50	0	7.5	6.9
52	0	7.5	6.9
53	0	7.5	6.9
54	0	7.5	6.9
55	0	7.5	6.9
57	0	7.5	6.9
58	0	7.5	6.9
59	0	7.5	6.9
62	0	7.5	6.9
63	0	7.5	6.9
65	0	7.5	6.9
67	0	7.5	6.9
69	0	7.5	6.9
70	0	7.5	6.9
72	0	7.5	6.9
74	0	7.5	6.9
75	0	7.5	6.9
77	0	7.5	6.9
78	0	7.5	6.9
79	0	7.5	6.9
80	0	7.5	6.9
82	0	7.5	6.9
83	0	7.5	6.9
84	0	7.5	6.9
86	0	7.5	6.9
87	0	7.5	6.9
88	0	7.5	6.9
89	0	7.5	6.9
91	0	7.5	6.9
92	0	7.5	6.9
93	0	7.5	6.9
94	0	7.5	6.9
96	0	7.5	6.9
97	0	7.5	6.9
99	0	8.5	6.9
100	0	7.5	6.9
101	0	7.5	6.9
102	0	7.5	6.9
104	0	7.5	6.9
105	0	7.5	6.9
106	0	7.5	6.9
107	0	7	5.5
108	0	7	5.5
109	0	7.5	6.9
110	0	7.5	6.9
111	0	7.5	6.9
112	0	7.5	6.9
113	0	7.5	6.9
114	0	7.5	6.9
115	0	7.5	6.9
116	0	8.5	6.9
118	0	7.5	6.9
119	0	7.5	6.9
120	0	7.5	6.9
121	0	7	5.5
122	0	7.5	6.9
123	0	7.5	6.9
124	0	7.5	6.9
126	0	7.5	6.9
127	0	7.5	6.9
128	0	7.5	6.9
129	0	7.5	6.9
131	0	7.5	6.9
132	0	7.5	6.9
134	0	7.5	6.9
135	0	7.5	6.9
136	0	7.5	6.9
137	0	7.5	6.9
139	0	7	5.5
140	0	7.5	6.9
142	0	7.5	6.9
144	0	7.5	6.9
145	0	7.5	6.9
146	0	7.5	6.9
147	0	7.5	6.9
148	0	7.5	6.9
150	0	7.5	6.9
152	0	7.5	6.9
154	0	7.5	6.9
155	0	7.5	6.9
157	0	7.5	6.9
159	0	7.5	6.9
160	0	8.5	6.9
162	0	7.5	6.9
163	0	7.5	6.9
165	0	8.5	6.9
167	0	7.5	6.9
168	0	7.5	6.9
169	0	7.5	6.9
170	0	8.5	6.9
172	0	7.5	6.9
174	0	7.5	6.9
175	0	7.5	6.9
176	0	7.5	6.9
177	0	7.5	6.9
178	0	7	5.5
179	0	7.5	6.9
181	0	7.5	6.9
182	0	7.5	6.9
184	0	7.5	6.9
186	0	7.5	6.9
188	0	7.5	6.9
189	0	7.5	6.9
190	0	7.5	6.9
191	0	7	5.5
192	0	7.5	6.9
193	0	7	5.5
194	0	7.5	6.9
195	0	7.5	6.9
197	0	7.5	6.9
198	0	7.5	6.9
200	0	7.5	6.9
202	0	7.5	6.9
204	0	14	7.3
205	0	7.5	6.9
207	0	7.5	6.9
208	0	14	7.3
209	0	7.5	6.9
210	0	14	7.3
211	0	14	7.3
212	0	7.5	6.9
213	0	17	8.2
216	0	17	8.2
220	0	7.5	6.9
221	0	7.5	6.9
223	0	7.5	6.9
224	0	17	8.2
226	0	7.5	6.9
228	0	7.5	6.9
230	0	7.5	6.9
232	0	7.5	6.9
233	0	7.5	6.9
238	0	8	9.3
239	0	8	9.3
240	0	8	9.3
241	0	7.5	6.9
243	0	8	9.3
244	0	7.5	6.9
246	0	8	9.3
247	0	7.5	6.9
249	0	7.5	6.9
251	0	7.5	6.9
253	0	7.5	6.9
255	0	7.5	6.9
256	0	7.5	6.9
258	0	7.5	6.9
259	0	7.5	6.9
261	0	7.5	6.9
262	0	7.5	6.9
265	0	7.5	6.9
266	0	7.5	6.9
268	0	7.5	6.9
269	0	8	9.3
270	0	7.5	6.9
271	0	7.5	6.9
273	0	7.5	6.9
275	0	7.5	6.9
276	0	7.5	6.9
278	0	8	9.3
279	0	7.5	6.9
280	0	7.5	6.9
281	0	7.5	6.9
283	0	8	9.3
284	0	7.5	6.9
286	0	7.5	6.9
287	0	7.5	6.9
289	0	7.5	6.9
290	0	7.5	6.9
291	0	7.5	6.9
292	0	7.5	6.9
294	0	7.5	6.9
295	0	7.5	6.9
298	0	7.5	6.9
299	0	7.5	6.9
300	0	7.5	6.9
304	0	8	9.3
305	0	7.5	6.9
306	0	7.5	6.9
307	0	7.5	6.9
308	0	7.5	6.9
309	0	8	9.3
311	0	7.5	6.9
312	0	11	5.5
313	0	8	9.3
314	0	7.5	6.9
315	0	8	9.3
316	0	7.5	6.9
317	0	8	9.3
318	0	7.5	6.9
320	0	7.5	6.9
321	0	7.5	6.9
323	0	7.5	6.9
325	0	7.5	6.9
326	0	7.5	6.9
327	0	13	6.9
328	0	7.5	6.9
329	0	8	9.3
330	0	8	9.3
333	0	7.5	6.9
334	0	7.5	6.9
335	0	7.5	6.9
336	0	41	10.2
337	0	7.5	6.9
339	0	7.5	6.9
340	0	8	9.3
341	0	7.5	6.9
342	0	7.5	6.9
343	0	7.5	6.9
344	0	7.5	6.9
346	0	7.5	6.9
347	0	7.5	6.9
349	0	8	9.3
350	0	13	6.9
351	0	7.5	6.9
353	0	7.5	6.9
355	0	7.5	6.9
357	0	7.5	6.9
359	0	7.5	6.9
361	0	7.5	6.9
362	0	7.5	6.9
364	0	7.5	6.9
366	0	7.5	6.9
367	0	7.5	6.9
368	0	7.5	6.9
370	0	7.5	6.9
372	0	7.5	6.9
373	0	7.5	6.9
375	0	7.5	6.9
376	0	7.5	6.9
378	0	8	8.1
379	0	7.5	6.9
380	0	7.5	6.9
381	0	7.5	6.9
382	0	7.5	6.9
383	0	8	9.3
384	0	7.5	6.9
385	0	7.5	6.9
386	0	7.5	6.9
387	0	13	6.9
388	0	11	5.5
389	0	7.5	6.9
390	0	7.5	6.9
391	0	7.5	6.9
392	0	7.5	6.9
393	0	7.5	6.9
