#id,length,width,height
394	0	7.5	6.9
395	0	8	7.9
396	0	7.5	6.9
397	0	8	8.1
398	0	7.5	6.9
399	0	7.5	6.9
400	0	7.5	6.9
401	0	7.5	6.9
402	0	7.5	6.9
403	0	7.5	6.9
404	0	10	6.5
405	0	7.5	6.9
406	0	7.5	6.9
407	0	7.5	6.9
408	0	7.5	6.9
409	0	8	8.1
410	0	41	10.2
411	0	7.5	6.9
412	0	7.5	6.9
413	0	7.5	6.9
414	0	7.5	6.9
415	0	7.5	6.9
416	0	7.5	6.9
417	0	7.5	6.9
418	0	7.5	6.9
419	0	7.5	6.9
420	0	7.5	6.9
421	0	7.5	6.9
422	0	10	8.3
423	0	7.5	6.9
424	0	8	7.9
425	0	7.5	6.9
426	0	7.5	6.9
427	0	7.5	6.9
428	0	7.5	6.9
429	0	7.5	6.9
430	0	7.5	6.9
431	0	7.5	6.9
432	0	7.5	6.9
433	0	10	8.3
434	0	7.5	6.9
435	0	23	8.6
436	0	41	10.2
437	0	45	3
438	0	7.5	6.9
439	0	7.5	6.9
440	0	7.5	6.9
441	0	10	8.3
442	0	7.5	6.9
443	0	8	8.1
444	0	7.5	6.9
445	0	10	7.3
446	0	7.5	6.9
447	0	7.5	6.9
448	0	7.5	6.9
449	0	8	7.9
450	0	7.5	6.9
451	0	8	8.1
452	0	7.5	6.9
453	0	7.5	6.9
454	0	10	8.3
455	0	7.5	6.9
456	0	10	7.3
457	0	7.5	6.9
458	0	7.5	6.9
459	0	7.5	6.9
460	0	7.5	6.9
461	0	7.5	6.9
462	0	7.5	6.9
463	0	7.5	6.9
464	0	8	7.9
465	0	7.5	6.9
466	0	7.5	6.9
467	0	10	8.3
468	0	7.5	6.9
469	0	8	8.1
470	0	8	7.9
471	0	7.5	6.9
472	0	7.5	6.9
473	0	7.5	6.9
474	0	7.5	6.9
475	0	7.5	6.9
476	0	7.5	6.9
477	0	7.5	6.9
478	0	7.5	6.9
479	0	7.5	6.9
480	0	10	7.3
481	0	7.5	6.9
482	0	8	7.9
483	0	10	8.3
484	0	7.5	6.9
485	0	7.5	6.9
486	0	7.5	6.9
487	0	10	8.3
488	0	7.5	6.9
489	0	41	8.6
490	0	7.5	6.9
491	0	10	8.3
492	0	7.5	6.9
493	0	7.5	6.9
494	0	7.5	6.9
495	0	7.5	6.9
496	0	7.5	6.9
497	0	7.5	6.9
498	0	7.5	6.9
499	0	7.5	6.9
500	0	7.5	6.9
501	0	7.5	6.9
502	0	7.5	6.9
503	0	7.5	6.9
504	0	10	8.3
505	0	7.5	6.9
506	0	7.5	6.9
507	0	7.5	6.9
508	0	10	7.3
509	0	7.5	6.9
510	0	7.5	6.9
511	0	7.5	6.9
512	0	7.5	6.9
513	0	7.5	6.9
514	0	7.5	6.9
515	0	7.5	6.9
516	0	10	8.3
517	0	7.5	6.9
518	0	7.5	6.9
519	0	7.5	6.9
520	0	8	8.1
521	0	7.5	6.9
522	0	7.5	6.9
523	0	10	8.3
524	0	7.5	6.9
525	0	7.5	6.9
526	0	7.5	6.9
527	0	7.5	6.9
528	0	7.5	6.9
529	0	7.5	6.9
530	0	7.5	6.9
531	0	7.5	6.9
532	0	7.5	6.9
533	0	10	7.3
534	0	7.5	6.9
535	0	7.5	6.9
536	0	7.5	6.9
537	0	7.5	6.9
538	0	7.5	6.9
539	0	7.5	6.9
540	0	10	7.3
541	0	7.5	6.9
542	0	7.5	6.9
543	0	7.5	6.9
544	0	7.5	6.9
545	0	7.5	6.9
546	0	7.5	6.9
547	0	7.5	6.9
548	0	7.5	6.9
549	0	7.5	6.9
550	0	7.5	6.9
551	0	7.5	6.9
552	0	7.5	6.9
553	0	7.5	6.9
554	0	7.5	6.9
555	0	7.5	6.9
556	0	7.5	6.9
557	0	7.5	6.9
558	0	7.5	6.9
559	0	7.5	6.9
560	0	7.5	6.9
561	0	7.5	6.9
562	0	7.5	6.9
563	0	7.5	6.9
564	0	7.5	6.9
565	0	7.5	6.9
566	0	7.5	6.9
567	0	7.5	6.9
568	0	8.5	6.9
569	0	7.5	6.9
570	0	7.5	6.9
571	0	7.5	6.9
572	0	7.5	6.9
573	0	8.5	6.9
574	0	7.5	6.9
575	0	7.5	6.9
576	0	7.5	6.9
577	0	7.5	6.9
578	0	7.5	6.9
579	0	7.5	6.9
580	0	7.5	6.9
581	0	7.5	6.9
582	0	7.5	6.9
583	0	7.5	6.9
584	0	7.5	6.9
585	0	7.5	6.9
586	0	7.5	6.9
587	0	30	8.6
588	0	7.5	6.9
589	0	7.5	6.9
590	0	7.5	6.9
591	0	7.5	6.9
592	0	7.5	6.9
593	0	7.5	6.9
594	0	7.5	6.9
595	0	25	8.6
596	0	7.5	6.9
597	0	7.5	6.9
598	0	28	8.6
599	0	7.5	6.9
600	0	7.5	6.9
601	0	7.5	6.9
602	0	7.5	6.9
603	0	7.5	6.9
604	0	7.5	6.9
605	0	7.5	6.9
606	0	7.5	6.9
607	0	7.5	6.9
608	0	8	9.3
609	0	7.5	6.9
610	0	7.5	6.9
611	0	7.5	6.9
612	0	7.5	6.9
613	0	7.5	6.9
614	0	7.5	6.9
615	0	7.5	6.9
616	0	7.5	6.9
617	0	17	8.2
618	0	17	8.2
619	0	17	8.2
620	0	7.5	6.9
621	0	7.5	6.9
622	0	7.5	6.9
623	0	7.5	6.9
624	0	7.5	6.9
625	0	7.5	6.9
626	0	11	5.5
627	0	7.5	6.9
628	0	7.5	6.9
629	0	11	5.5
630	0	7.5	6.9
631	0	25	8.6
632	0	7.5	6.9
633	0	7.5	6.9
634	0	7.5	6.9
635	0	10	6.5
636	0	7.5	6.9
637	0	10	6.5
638	0	7.5	6.9
639	0	41	10.2
640	0	7.5	6.9
641	0	7.5	6.9
642	0	7.5	6.9
643	0	7.5	6.9
644	0	8	7.9
645	0	7.5	6.9
646	0	7.5	6.9
647	0	7.5	6.9
648	0	7.5	6.9
649	0	8	7.9
650	0	7.5	6.9
651	0	7.5	6.9
652	0	7.5	6.9
653	0	10	7.3
654	0	7.5	6.9
655	0	10	8.3
656	0	7.5	6.9
657	0	7.5	6.9
658	0	7	5.5
659	0	7.5	6.9
660	0	7.5	6.9
661	0	7.5	6.9
662	0	7.5	6.9
663	0	7.5	6.9
664	0	7.5	6.9
665	0	7.5	6.9
666	0	7.5	6.9
667	0	7.5	6.9
668	0	26	8.6
669	0	7.5	6.9
670	0	7.5	6.9
671	0	7.5	6.9
672	0	7.5	6.9
673	0	7.5	6.9
674	0	7.5	6.9
675	0	7.5	6.9
676	0	7.5	6.9
677	0	11	5.5
678	0	7.5	6.9
679	0	7.5	6.9
680	0	7.5	6.9
681	0	7.5	6.9
682	0	7.5	6.9
683	0	7.5	6.9
684	0	7.5	6.9
685	0	30	8.6
686	0	7.5	6.9
687	0	27	8.6
688	0	32	8.6
689	0	27	8.6
690	0	7.5	6.9
691	0	7.5	6.9
692	0	26	8.6
693	0	31	8.6
694	0	7.5	6.9
695	0	7.5	6.9
696	0	7.5	6.9
697	0	7.5	6.9
698	0	7.5	6.9
699	0	7.5	6.9
700	0	7.5	6.9
701	0	41	10.2
702	0	41	10.2
703	0	7.5	6.9
704	0	7.5	6.9
705	0	17	8.2
706	0	17	8.2
707	0	7.5	6.9
708	0	7.5	6.9
709	0	7.5	6.9
710	0	41	10.2
711	0	7.5	6.9
712	0	7.5	6.9
713	0	7.5	6.9
714	0	7.5	6.9
715	0	7.5	6.9
716	0	7.5	6.9
717	0	7.5	6.9
718	0	7.5	6.9
719	0	7.5	6.9
720	0	17	8.2
721	0	7.5	6.9
722	0	7.5	6.9
723	0	7.5	6.9
724	0	10	8.3
725	0	7.5	6.9
726	0	8	9.3
727	0	7.5	6.9
728	0	7.5	6.9
729	0	7.5	6.9
730	0	7.5	6.9
731	0	7.5	6.9
732	0	7.5	6.9
733	0	41	10.2
734	0	41	10.2
735	0	7.5	6.9
736	0	7.5	6.9
737	0	7.5	6.9
738	0	7.5	6.9
739	0	7.5	6.9
740	0	7.5	6.9
741	0	7.5	6.9
742	0	7.5	6.9
743	0	7.5	6.9
744	0	7.5	6.9
745	0	7.5	6.9
746	0	7.5	6.9
747	0	7.5	6.9
748	0	7.5	6.9
749	0	7.5	6.9
750	0	8.5	6.9
751	0	7.5	6.9
752	0	8.5	6.9
753	0	7.5	6.9
754	0	7.5	6.9
755	0	7.5	6.9
756	0	7.5	6.9
757	0	7.5	6.9
758	0	7.5	6.9
759	0	7.5	6.9
760	0	10	6.5
761	0	7.5	6.9
762	0	7.5	6.9
763	0	7.5	6.9
764	0	7.5	6.9
765	0	7.5	6.9
766	0	7.5	6.9
767	0	41	10.2
768	0	7.5	6.9
769	0	7.5	6.9
770	0	7.5	6.9
771	0	7.5	6.9
772	0	17	8.2
773	0	7.5	6.9
774	0	17	8.2
775	0	7.5	6.9
776	0	7.5	6.9
777	0	7.5	6.9
778	0	7.5	6.9
779	0	41	10.2
780	0	41	10.2
781	0	7.5	6.9
782	0	7.5	6.9
783	0	7.5	6.9
784	0	7.5	6.9
785	0	7.5	6.9
786	0	7.5	6.9
787	0	7.5	6.9
788	0	7.5	6.9
789	0	7.5	6.9
790	0	7.5	6.9
791	0	41	10.2
792	0	7.5	6.9
793	0	7.5	6.9
794	0	7.5	6.9
795	0	7.5	6.9
796	0	13	6.9
797	0	7.5	6.9
798	0	7.5	6.9
799	0	7.5	6.9
800	0	7.5	6.9
801	0	7.5	6.9
802	0	7.5	6.9
803	0	7.5	6.9
804	0	7.5	6.9
805	0	41	10.2
806	0	41	10.2
807	0	41	10.2
808	0	41	10.2
809	0	7.5	6.9
810	0	7.5	6.9
811	0	7.5	6.9
812	0	7.5	6.9
813	0	7.5	6.9
814	0	7.5	6.9
815	0	8.5	6.9
816	0	7.5	6.9
817	0	7.5	6.9
818	0	7.5	6.9
819	0	7.5	6.9
820	0	7.5	6.9
821	0	7.5	6.9
822	0	10	8.3
823	0	7.5	6.9
824	0	7.5	6.9
825	0	7.5	6.9
826	0	24	8.6
827	0	7.5	6.9
828	0	7.5	6.9
829	0	7.5	6.9
830	0	7.5	6.9
831	0	7.5	6.9
832	0	7.5	6.9
833	0	7.5	6.9
834	0	7.5	6.9
835	0	14	7.3
836	0	14	7.3
837	0	7.5	6.9
838	0	7.5	6.9
839	0	7.5	6.9
840	0	7.5	6.9
841	0	7.5	6.9
842	0	13	6.9
843	0	13	6.9
844	0	13	6.9
845	0	7.5	6.9
846	0	7.5	6.9
847	0	7.5	6.9
848	0	7.5	6.9
849	0	10	7.3
850	0	7.5	6.9
851	0	7.5	6.9
852	0	7.5	6.9
853	0	34	8.6
854	0	7.5	6.9
855	0	7	6.2
856	0	7	6.2
857	0	7.5	6.9
858	0	7.5	6.9
859	0	7.5	6.9
860	0	7.5	6.9
861	0	10	6.5
862	0	7.5	6.9
863	0	7.5	6.9
864	0	7.5	6.9
865	0	7.5	6.9
866	0	7.5	6.9
867	0	7.5	6.9
868	0	7.5	6.9
869	0	7.5	6.9
870	0	11	5.5
871	0	7.5	6.9
872	0	7.5	6.9
873	0	7.5	6.9
874	0	7.5	6.9
875	0	7.5	6.9
876	0	7.5	6.9
877	0	7.5	6.9
878	0	7.5	6.9
879	0	7.5	6.9
880	0	7.5	6.9
881	0	7.5	6.9
882	0	7.5	6.9
883	0	7.5	6.9
884	0	7.5	6.9
885	0	7.5	6.9
886	0	7.5	6.9
887	0	7	6.2
